caso,semilla_instancia,configuracion,semilla,generacion,mejor_makespan
Mediano,1514,D,3,5,803.0
Mediano,1514,D,3,6,803.0
Mediano,1514,D,3,7,803.0
Mediano,1514,D,3,8,803.0
Mediano,1514,D,3,9,803.0
Mediano,1514,D,3,10,803.0
Mediano,1514,D,3,11,803.0
Mediano,1514,D,3,12,803.0
Mediano,1514,D,3,13,803.0
Mediano,1514,D,3,14,803.0
Mediano,1514,D,3,15,803.0
Mediano,1514,D,3,16,803.0
Mediano,1514,D,3,17,803.0
Mediano,1514,D,3,18,803.0
Mediano,1514,D,3,19,803.0
Mediano,1514,D,3,20,803.0
Mediano,1514,D,3,21,803.0
Mediano,1514,D,3,22,803.0
Mediano,1514,D,3,23,803.0
Mediano,1514,D,3,24,803.0
Mediano,1514,D,3,25,803.0
Mediano,1514,D,3,26,803.0
Mediano,1514,D,3,27,803.0
Mediano,1514,D,3,28,803.0
Mediano,1514,D,3,29,803.0
Mediano,1514,D,3,30,803.0
Mediano,1514,D,3,31,803.0
Mediano,1514,D,3,32,803.0
Mediano,1514,D,3,33,803.0
Mediano,1514,D,3,34,803.0
Mediano,1514,D,3,35,803.0
Mediano,1514,D,3,36,803.0
Mediano,1514,D,3,37,803.0
Mediano,1514,D,3,38,803.0
Mediano,1514,D,3,39,803.0
Mediano,1514,D,3,40,803.0
Mediano,1514,D,3,41,803.0
Mediano,1514,D,3,42,803.0
Mediano,1514,D,3,43,803.0
Mediano,1514,D,3,44,803.0
Mediano,1514,D,3,45,803.0
Mediano,1514,D,3,46,803.0
Mediano,1514,D,3,47,803.0
Mediano,1514,D,3,48,803.0
Mediano,1514,D,3,49,803.0
Mediano,1514,D,3,50,803.0
Grande,3020,A,1,1,2060.0
Grande,3020,A,1,2,1957.0
Grande,3020,A,1,3,1957.0
Grande,3020,A,1,4,1957.0
Grande,3020,A,1,5,1957.0
Grande,3020,A,1,6,1957.0
Grande,3020,A,1,7,1957.0
Grande,3020,A,1,8,1944.0
Grande,3020,A,1,9,1944.0
Grande,3020,A,1,10,1944.0
Grande,3020,A,1,11,1944.0
Grande,3020,A,1,12,1944.0
Grande,3020,A,1,13,1944.0
Grande,3020,A,1,14,1944.0
Grande,3020,A,1,15,1944.0
Grande,3020,A,1,16,1944.0
Grande,3020,A,1,17,1944.0
Grande,3020,A,1,18,1944.0
Grande,3020,A,1,19,1944.0
Grande,3020,A,1,20,1944.0
Grande,3020,A,1,21,1944.0
Grande,3020,A,1,22,1944.0
Grande,3020,A,1,23,1944.0
Grande,3020,A,1,24,1944.0
Grande,3020,A,1,25,1944.0
Grande,3020,A,1,26,1944.0
Grande,3020,A,1,27,1944.0
Grande,3020,A,1,28,1944.0
Grande,3020,A,1,29,1944.0
Grande,3020,A,1,30,1944.0
Grande,3020,A,1,31,1944.0
Grande,3020,A,1,32,1944.0
Grande,3020,A,1,33,1944.0
Grande,3020,A,1,34,1944.0
Grande,3020,A,1,35,1944.0
Grande,3020,A,1,36,1944.0
Grande,3020,A,1,37,1944.0
Grande,3020,A,1,38,1944.0
Grande,3020,A,1,39,1944.0
Grande,3020,A,1,40,1944.0
Grande,3020,A,1,41,1944.0
Grande,3020,A,1,42,1944.0
Grande,3020,A,1,43,1944.0
Grande,3020,A,1,44,1944.0
Grande,3020,A,1,45,1944.0
Grande,3020,A,1,46,1944.0
Grande,3020,A,1,47,1944.0
Grande,3020,A,1,48,1944.0
Grande,3020,A,1,49,1928.0
Grande,3020,A,1,50,1881.0
Grande,3020,A,2,1,1989.0
Grande,3020,A,2,2,1854.0
Grande,3020,A,2,3,1854.0
Grande,3020,A,2,4,1854.0
Grande,3020,A,2,5,1854.0
Grande,3020,A,2,6,1854.0
Grande,3020,A,2,7,1854.0
Grande,3020,A,2,8,1854.0
Grande,3020,A,2,9,1854.0
Grande,3020,A,2,10,1854.0
Grande,3020,A,2,11,1854.0
Grande,3020,A,2,12,1854.0
Grande,3020,A,2,13,1854.0
Grande,3020,A,2,14,1854.0
Grande,3020,A,2,15,1854.0
Grande,3020,A,2,16,1854.0
Grande,3020,A,2,17,1854.0
Grande,3020,A,2,18,1854.0
Grande,3020,A,2,19,1854.0
Grande,3020,A,2,20,1854.0
Grande,3020,A,2,21,1854.0
Grande,3020,A,2,22,1854.0
Grande,3020,A,2,23,1854.0
Grande,3020,A,2,24,1854.0
Grande,3020,A,2,25,1854.0
Grande,3020,A,2,26,1854.0
Grande,3020,A,2,27,1854.0
Grande,3020,A,2,28,1854.0
Grande,3020,A,2,29,1854.0
Grande,3020,A,2,30,1854.0
Grande,3020,A,2,31,1854.0
Grande,3020,A,2,32,1854.0
Grande,3020,A,2,33,1854.0
Grande,3020,A,2,34,1854.0
Grande,3020,A,2,35,1854.0
Grande,3020,A,2,36,1854.0
Grande,3020,A,2,37,1854.0
Grande,3020,A,2,38,1854.0
Grande,3020,A,2,39,1854.0
Grande,3020,A,2,40,1854.0
Grande,3020,A,2,41,1854.0
Grande,3020,A,2,42,1854.0
Grande,3020,A,2,43,1854.0
Grande,3020,A,2,44,1854.0
Grande,3020,A,2,45,1854.0
Grande,3020,A,2,46,1854.0
Grande,3020,A,2,47,1854.0
Grande,3020,A,2,48,1854.0
Grande,3020,A,2,49,1854.0
Grande,3020,A,2,50,1854.0
Grande,3020,A,3,1,1872.0
Grande,3020,A,3,2,1872.0
Grande,3020,A,3,3,1872.0
Grande,3020,A,3,4,1831.0
Grande,3020,A,3,5,1831.0
Grande,3020,A,3,6,1831.0
Grande,3020,A,3,7,1831.0
Grande,3020,A,3,8,1831.0
Grande,3020,A,3,9,1831.0
Grande,3020,A,3,10,1831.0
Grande,3020,A,3,11,1831.0
Grande,3020,A,3,12,1831.0
Grande,3020,A,3,13,1831.0
Grande,3020,A,3,14,1829.0
Grande,3020,A,3,15,1781.0
Grande,3020,A,3,16,1767.0
Grande,3020,A,3,17,1767.0
Grande,3020,A,3,18,1767.0
Grande,3020,A,3,19,1767.0
Grande,3020,A,3,20,1767.0
Grande,3020,A,3,21,1767.0
Grande,3020,A,3,22,1767.0
Grande,3020,A,3,23,1767.0
Grande,3020,A,3,24,1767.0
Grande,3020,A,3,25,1767.0
Grande,3020,A,3,26,1767.0
Grande,3020,A,3,27,1767.0
Grande,3020,A,3,28,1767.0
Grande,3020,A,3,29,1767.0
Grande,3020,A,3,30,1767.0
Grande,3020,A,3,31,1767.0
Grande,3020,A,3,32,1767.0
Grande,3020,A,3,33,1767.0
Grande,3020,A,3,34,1767.0
Grande,3020,A,3,35,1767.0
Grande,3020,A,3,36,1767.0
Grande,3020,A,3,37,1767.0
Grande,3020,A,3,38,1767.0
Grande,3020,A,3,39,1767.0
Grande,3020,A,3,40,1767.0
Grande,3020,A,3,41,1767.0
Grande,3020,A,3,42,1767.0
Grande,3020,A,3,43,1767.0
Grande,3020,A,3,44,1767.0
Grande,3020,A,3,45,1767.0
Grande,3020,A,3,46,1767.0
Grande,3020,A,3,47,1767.0
Grande,3020,A,3,48,1767.0
Grande,3020,A,3,49,1767.0
Grande,3020,A,3,50,1767.0
Grande,3020,B,1,1,2050.0
Grande,3020,B,1,2,1957.0
Grande,3020,B,1,3,1777.0
Grande,3020,B,1,4,1777.0
Grande,3020,B,1,5,1777.0
Grande,3020,B,1,6,1777.0
Grande,3020,B,1,7,1777.0
Grande,3020,B,1,8,1777.0
Grande,3020,B,1,9,1777.0
Grande,3020,B,1,10,1777.0
Grande,3020,B,1,11,1777.0
Grande,3020,B,1,12,1777.0
Grande,3020,B,1,13,1765.0
Grande,3020,B,1,14,1765.0
Grande,3020,B,1,15,1744.0
Grande,3020,B,1,16,1742.0
Grande,3020,B,1,17,1733.0
Grande,3020,B,1,18,1733.0
Grande,3020,B,1,19,1727.0
Grande,3020,B,1,20,1727.0
Grande,3020,B,1,21,1727.0
Grande,3020,B,1,22,1727.0
Grande,3020,B,1,23,1727.0
Grande,3020,B,1,24,1727.0
Grande,3020,B,1,25,1727.0
Grande,3020,B,1,26,1727.0
Grande,3020,B,1,27,1727.0
Grande,3020,B,1,28,1727.0
Grande,3020,B,1,29,1727.0
Grande,3020,B,1,30,1727.0
Grande,3020,B,1,31,1727.0
Grande,3020,B,1,32,1727.0
Grande,3020,B,1,33,1727.0
Grande,3020,B,1,34,1727.0
Grande,3020,B,1,35,1727.0
Grande,3020,B,1,36,1727.0
Grande,3020,B,1,37,1727.0
Grande,3020,B,1,38,1727.0
Grande,3020,B,1,39,1727.0
Grande,3020,B,1,40,1727.0
Grande,3020,B,1,41,1727.0
Grande,3020,B,1,42,1727.0
Grande,3020,B,1,43,1727.0
Grande,3020,B,1,44,1727.0
Grande,3020,B,1,45,1727.0
Grande,3020,B,1,46,1727.0
Grande,3020,B,1,47,1727.0
Grande,3020,B,1,48,1727.0
Grande,3020,B,1,49,1727.0
Grande,3020,B,1,50,1727.0
Grande,3020,B,2,1,2024.0
Grande,3020,B,2,2,1987.0
Grande,3020,B,2,3,1960.0
Grande,3020,B,2,4,1853.0
Grande,3020,B,2,5,1853.0
Grande,3020,B,2,6,1811.0
Grande,3020,B,2,7,1811.0
Grande,3020,B,2,8,1811.0
Grande,3020,B,2,9,1811.0
Grande,3020,B,2,10,1811.0
Grande,3020,B,2,11,1811.0
Grande,3020,B,2,12,1811.0
Grande,3020,B,2,13,1811.0
Grande,3020,B,2,14,1811.0
Grande,3020,B,2,15,1811.0
Grande,3020,B,2,16,1811.0
Grande,3020,B,2,17,1811.0
Grande,3020,B,2,18,1811.0
Grande,3020,B,2,19,1811.0
Grande,3020,B,2,20,1811.0
Grande,3020,B,2,21,1811.0
Grande,3020,B,2,22,1811.0
Grande,3020,B,2,23,1811.0
Grande,3020,B,2,24,1811.0
Grande,3020,B,2,25,1811.0
Grande,3020,B,2,26,1811.0
Grande,3020,B,2,27,1811.0
Grande,3020,B,2,28,1811.0
Grande,3020,B,2,29,1811.0
Grande,3020,B,2,30,1811.0
Grande,3020,B,2,31,1811.0
Grande,3020,B,2,32,1811.0
Grande,3020,B,2,33,1811.0
Grande,3020,B,2,34,1811.0
Grande,3020,B,2,35,1811.0
Grande,3020,B,2,36,1811.0
Grande,3020,B,2,37,1811.0
Grande,3020,B,2,38,1811.0
Grande,3020,B,2,39,1811.0
Grande,3020,B,2,40,1811.0
Grande,3020,B,2,41,1811.0
Grande,3020,B,2,42,1811.0
Grande,3020,B,2,43,1811.0
Grande,3020,B,2,44,1811.0
Grande,3020,B,2,45,1811.0
Grande,3020,B,2,46,1811.0
Grande,3020,B,2,47,1811.0
Grande,3020,B,2,48,1811.0
Grande,3020,B,2,49,1811.0
Grande,3020,B,2,50,1811.0
Grande,3020,B,3,1,2012.0
Grande,3020,B,3,2,1983.0
Grande,3020,B,3,3,1983.0
Grande,3020,B,3,4,1983.0
Grande,3020,B,3,5,1939.0
Grande,3020,B,3,6,1907.0
Grande,3020,B,3,7,1854.0
Grande,3020,B,3,8,1854.0
Grande,3020,B,3,9,1854.0
Grande,3020,B,3,10,1791.0
Grande,3020,B,3,11,1791.0
Grande,3020,B,3,12,1791.0
Grande,3020,B,3,13,1791.0
Grande,3020,B,3,14,1760.0
Grande,3020,B,3,15,1760.0
Grande,3020,B,3,16,1758.0
Grande,3020,B,3,17,1702.0
Grande,3020,B,3,18,1696.0
Grande,3020,B,3,19,1686.0
Grande,3020,B,3,20,1674.0
Grande,3020,B,3,21,1674.0
Grande,3020,B,3,22,1674.0
Grande,3020,B,3,23,1674.0
Grande,3020,B,3,24,1674.0
Grande,3020,B,3,25,1674.0
Grande,3020,B,3,26,1674.0
Grande,3020,B,3,27,1674.0
Grande,3020,B,3,28,1674.0
Grande,3020,B,3,29,1674.0
Grande,3020,B,3,30,1674.0
Grande,3020,B,3,31,1674.0
Grande,3020,B,3,32,1674.0
Grande,3020,B,3,33,1674.0
Grande,3020,B,3,34,1674.0
Grande,3020,B,3,35,1674.0
Grande,3020,B,3,36,1674.0
Grande,3020,B,3,37,1674.0
Grande,3020,B,3,38,1674.0
Grande,3020,B,3,39,1674.0
Grande,3020,B,3,40,1674.0
Grande,3020,B,3,41,1674.0
Grande,3020,B,3,42,1674.0
Grande,3020,B,3,43,1674.0
Grande,3020,B,3,44,1674.0
Grande,3020,B,3,45,1674.0
Grande,3020,B,3,46,1674.0
Grande,3020,B,3,47,1674.0
Grande,3020,B,3,48,1674.0
Grande,3020,B,3,49,1674.0
Grande,3020,B,3,50,1674.0
Grande,3020,C,1,1,2013.0
Grande,3020,C,1,2,2000.0
Grande,3020,C,1,3,1952.0
Grande,3020,C,1,4,1952.0
Grande,3020,C,1,5,1952.0
Grande,3020,C,1,6,1903.0
Grande,3020,C,1,7,1885.0
Grande,3020,C,1,8,1885.0
Grande,3020,C,1,9,1872.0
Grande,3020,C,1,10,1798.0
Grande,3020,C,1,11,1798.0
Grande,3020,C,1,12,1798.0
Grande,3020,C,1,13,1791.0
Grande,3020,C,1,14,1791.0
Grande,3020,C,1,15,1790.0
Grande,3020,C,1,16,1741.0
Grande,3020,C,1,17,1714.0
Grande,3020,C,1,18,1714.0
Grande,3020,C,1,19,1714.0
Grande,3020,C,1,20,1714.0
Grande,3020,C,1,21,1714.0
Grande,3020,C,1,22,1714.0
Grande,3020,C,1,23,1714.0
Grande,3020,C,1,24,1714.0
Grande,3020,C,1,25,1714.0
Grande,3020,C,1,26,1714.0
Grande,3020,C,1,27,1714.0
Grande,3020,C,1,28,1714.0
Grande,3020,C,1,29,1714.0
Grande,3020,C,1,30,1714.0
Grande,3020,C,1,31,1714.0
Grande,3020,C,1,32,1714.0
Grande,3020,C,1,33,1714.0
Grande,3020,C,1,34,1714.0
Grande,3020,C,1,35,1714.0
Grande,3020,C,1,36,1714.0
Grande,3020,C,1,37,1714.0
Grande,3020,C,1,38,1714.0
Grande,3020,C,1,39,1714.0
Grande,3020,C,1,40,1714.0
Grande,3020,C,1,41,1714.0
Grande,3020,C,1,42,1714.0
Grande,3020,C,1,43,1714.0
Grande,3020,C,1,44,1714.0
Grande,3020,C,1,45,1714.0
Grande,3020,C,1,46,1714.0
Grande,3020,C,1,47,1714.0
Grande,3020,C,1,48,1714.0
Grande,3020,C,1,49,1714.0
Grande,3020,C,1,50,1714.0
Grande,3020,C,2,1,2036.0
Grande,3020,C,2,2,1984.0
Grande,3020,C,2,3,1936.0
Grande,3020,C,2,4,1936.0
Grande,3020,C,2,5,1936.0
Grande,3020,C,2,6,1789.0
Grande,3020,C,2,7,1789.0
Grande,3020,C,2,8,1789.0
Grande,3020,C,2,9,1789.0
Grande,3020,C,2,10,1789.0
Grande,3020,C,2,11,1789.0
Grande,3020,C,2,12,1789.0
Grande,3020,C,2,13,1789.0
Grande,3020,C,2,14,1789.0
Grande,3020,C,2,15,1744.0
Grande,3020,C,2,16,1736.0
Grande,3020,C,2,17,1720.0
Grande,3020,C,2,18,1720.0
Grande,3020,C,2,19,1720.0
Grande,3020,C,2,20,1720.0
Grande,3020,C,2,21,1720.0
Grande,3020,C,2,22,1720.0
Grande,3020,C,2,23,1720.0
Grande,3020,C,2,24,1720.0
Grande,3020,C,2,25,1720.0
Grande,3020,C,2,26,1720.0
Grande,3020,C,2,27,1720.0
Grande,3020,C,2,28,1720.0
Grande,3020,C,2,29,1720.0
Grande,3020,C,2,30,1720.0
Grande,3020,C,2,31,1720.0
Grande,3020,C,2,32,1720.0
Grande,3020,C,2,33,1720.0
Grande,3020,C,2,34,1720.0
Grande,3020,C,2,35,1720.0
Grande,3020,C,2,36,1720.0
Grande,3020,C,2,37,1720.0
Grande,3020,C,2,38,1720.0
Grande,3020,C,2,39,1720.0
Grande,3020,C,2,40,1720.0
Grande,3020,C,2,41,1720.0
Grande,3020,C,2,42,1720.0
Grande,3020,C,2,43,1720.0
Grande,3020,C,2,44,1720.0
Grande,3020,C,2,45,1720.0
Grande,3020,C,2,46,1720.0
Grande,3020,C,2,47,1720.0
Grande,3020,C,2,48,1720.0
Grande,3020,C,2,49,1720.0
Grande,3020,C,2,50,1720.0
Grande,3020,C,3,1,2012.0
Grande,3020,C,3,2,1861.0
Grande,3020,C,3,3,1861.0
Grande,3020,C,3,4,1857.0
Grande,3020,C,3,5,1857.0
Grande,3020,C,3,6,1857.0
Grande,3020,C,3,7,1857.0
Grande,3020,C,3,8,1856.0
Grande,3020,C,3,9,1847.0
Grande,3020,C,3,10,1835.0
Grande,3020,C,3,11,1797.0
Grande,3020,C,3,12,1797.0
Grande,3020,C,3,13,1797.0
Grande,3020,C,3,14,1797.0
Grande,3020,C,3,15,1797.0
Grande,3020,C,3,16,1797.0
Grande,3020,C,3,17,1797.0
Grande,3020,C,3,18,1797.0
Grande,3020,C,3,19,1797.0
Grande,3020,C,3,20,1797.0
Grande,3020,C,3,21,1797.0
Grande,3020,C,3,22,1797.0
Grande,3020,C,3,23,1797.0
Grande,3020,C,3,24,1797.0
Grande,3020,C,3,25,1797.0
Grande,3020,C,3,26,1797.0
Grande,3020,C,3,27,1797.0
Grande,3020,C,3,28,1797.0
Grande,3020,C,3,29,1797.0
Grande,3020,C,3,30,1797.0
Grande,3020,C,3,31,1797.0
Grande,3020,C,3,32,1797.0
Grande,3020,C,3,33,1797.0
Grande,3020,C,3,34,1797.0
Grande,3020,C,3,35,1797.0
Grande,3020,C,3,36,1797.0
Grande,3020,C,3,37,1797.0
Grande,3020,C,3,38,1797.0
Grande,3020,C,3,39,1797.0
Grande,3020,C,3,40,1797.0
Grande,3020,C,3,41,1797.0
Grande,3020,C,3,42,1797.0
Grande,3020,C,3,43,1797.0
Grande,3020,C,3,44,1797.0
Grande,3020,C,3,45,1797.0
Grande,3020,C,3,46,1797.0
Grande,3020,C,3,47,1797.0
Grande,3020,C,3,48,1797.0
Grande,3020,C,3,49,1797.0
Grande,3020,C,3,50,1797.0
Grande,3020,D,1,1,1995.0
Grande,3020,D,1,2,1995.0
Grande,3020,D,1,3,1879.0
Grande,3020,D,1,4,1879.0
Grande,3020,D,1,5,1879.0
Grande,3020,D,1,6,1879.0
Grande,3020,D,1,7,1879.0
Grande,3020,D,1,8,1865.0
Grande,3020,D,1,9,1846.0
Grande,3020,D,1,10,1846.0
Grande,3020,D,1,11,1846.0
Grande,3020,D,1,12,1846.0
Grande,3020,D,1,13,1776.0
Grande,3020,D,1,14,1765.0
Grande,3020,D,1,15,1765.0
Grande,3020,D,1,16,1765.0
Grande,3020,D,1,17,1765.0
Grande,3020,D,1,18,1765.0
Grande,3020,D,1,19,1765.0
Grande,3020,D,1,20,1765.0
Grande,3020,D,1,21,1765.0
Grande,3020,D,1,22,1765.0
Grande,3020,D,1,23,1765.0
Grande,3020,D,1,24,1765.0
Grande,3020,D,1,25,1765.0
Grande,3020,D,1,26,1765.0
Grande,3020,D,1,27,1765.0
Grande,3020,D,1,28,1765.0
Grande,3020,D,1,29,1765.0
Grande,3020,D,1,30,1765.0
Grande,3020,D,1,31,1765.0
Grande,3020,D,1,32,1765.0
Grande,3020,D,1,33,1765.0
Grande,3020,D,1,34,1765.0
Grande,3020,D,1,35,1765.0
Grande,3020,D,1,36,1765.0
Grande,3020,D,1,37,1765.0
Grande,3020,D,1,38,1765.0
Grande,3020,D,1,39,1765.0
Grande,3020,D,1,40,1765.0
Grande,3020,D,1,41,1765.0
Grande,3020,D,1,42,1765.0
Grande,3020,D,1,43,1765.0
Grande,3020,D,1,44,1765.0
Grande,3020,D,1,45,1765.0
Grande,3020,D,1,46,1765.0
Grande,3020,D,1,47,1765.0
Grande,3020,D,1,48,1765.0
Grande,3020,D,1,49,1765.0
Grande,3020,D,1,50,1765.0
Grande,3020,D,2,1,2036.0
Grande,3020,D,2,2,1984.0
Grande,3020,D,2,3,1956.0
Grande,3020,D,2,4,1956.0
Grande,3020,D,2,5,1925.0
Grande,3020,D,2,6,1925.0
Grande,3020,D,2,7,1866.0
Grande,3020,D,2,8,1836.0
Grande,3020,D,2,9,1836.0
Grande,3020,D,2,10,1836.0
Grande,3020,D,2,11,1794.0
Grande,3020,D,2,12,1784.0
Grande,3020,D,2,13,1745.0
Grande,3020,D,2,14,1745.0
Grande,3020,D,2,15,1745.0
Grande,3020,D,2,16,1745.0
Grande,3020,D,2,17,1745.0
Grande,3020,D,2,18,1745.0
Grande,3020,D,2,19,1745.0
Grande,3020,D,2,20,1745.0
Grande,3020,D,2,21,1745.0
Grande,3020,D,2,22,1745.0
Grande,3020,D,2,23,1745.0
Grande,3020,D,2,24,1745.0
Grande,3020,D,2,25,1745.0
Grande,3020,D,2,26,1745.0
Grande,3020,D,2,27,1745.0
Grande,3020,D,2,28,1745.0
Grande,3020,D,2,29,1745.0
Grande,3020,D,2,30,1745.0
Grande,3020,D,2,31,1745.0
Grande,3020,D,2,32,1745.0
Grande,3020,D,2,33,1745.0
Grande,3020,D,2,34,1745.0
Grande,3020,D,2,35,1745.0
Grande,3020,D,2,36,1745.0
Grande,3020,D,2,37,1745.0
Grande,3020,D,2,38,1745.0
Grande,3020,D,2,39,1745.0
Grande,3020,D,2,40,1745.0
Grande,3020,D,2,41,1745.0
Grande,3020,D,2,42,1745.0
Grande,3020,D,2,43,1745.0
Grande,3020,D,2,44,1745.0
Grande,3020,D,2,45,1745.0
Grande,3020,D,2,46,1745.0
Grande,3020,D,2,47,1745.0
Grande,3020,D,2,48,1745.0
Grande,3020,D,2,49,1745.0
Grande,3020,D,2,50,1745.0
Grande,3020,D,3,1,2012.0
Grande,3020,D,3,2,1904.0
Grande,3020,D,3,3,1856.0
Grande,3020,D,3,4,1856.0
Grande,3020,D,3,5,1856.0
Grande,3020,D,3,6,1856.0
Grande,3020,D,3,7,1856.0
Grande,3020,D,3,8,1840.0
Grande,3020,D,3,9,1824.0
Grande,3020,D,3,10,1800.0
Grande,3020,D,3,11,1800.0
Grande,3020,D,3,12,1784.0
Grande,3020,D,3,13,1784.0
Grande,3020,D,3,14,1784.0
Grande,3020,D,3,15,1784.0
Grande,3020,D,3,16,1784.0
Grande,3020,D,3,17,1784.0
Grande,3020,D,3,18,1784.0
Grande,3020,D,3,19,1784.0
Grande,3020,D,3,20,1784.0
Grande,3020,D,3,21,1784.0
Grande,3020,D,3,22,1784.0
Grande,3020,D,3,23,1784.0
Grande,3020,D,3,24,1784.0
Grande,3020,D,3,25,1784.0
Grande,3020,D,3,26,1784.0
Grande,3020,D,3,27,1784.0
Grande,3020,D,3,28,1784.0
Grande,3020,D,3,29,1784.0
Grande,3020,D,3,30,1784.0
Grande,3020,D,3,31,1784.0
Grande,3020,D,3,32,1784.0
Grande,3020,D,3,33,1784.0
Grande,3020,D,3,34,1784.0
Grande,3020,D,3,35,1784.0
Grande,3020,D,3,36,1784.0
Grande,3020,D,3,37,1784.0
Grande,3020,D,3,38,1784.0
Grande,3020,D,3,39,1784.0
Grande,3020,D,3,40,1784.0
Grande,3020,D,3,41,1784.0
Grande,3020,D,3,42,1784.0
Grande,3020,D,3,43,1784.0
Grande,3020,D,3,44,1784.0
Grande,3020,D,3,45,1784.0
Grande,3020,D,3,46,1784.0
Grande,3020,D,3,47,1784.0
Grande,3020,D,3,48,1784.0
Grande,3020,D,3,49,1784.0
Grande,3020,D,3,50,1784.0
